,week,inc,inc_low,inc_up,inc100,inc100_low,inc100_up
1555,199149,93903,82992.0,104814.0,165,146.0,184.0
1556,199148,45173,37384.0,52962.0,79,65.0,93.0
1557,199147,35691,28224.0,43158.0,63,50.0,76.0
1558,199146,23685,17531.0,29839.0,42,31.0,53.0
1559,199145,19565,13551.0,25579.0,34,23.0,45.0
1560,199144,21571,15477.0,27665.0,38,27.0,49.0
1561,199143,28842,21958.0,35726.0,51,39.0,63.0
1562,199142,27483,20385.0,34581.0,48,36.0,60.0
1563,199141,28185,20655.0,35715.0,50,37.0,63.0
1564,199140,26740,16049.0,37431.0,47,28.0,66.0
1565,199139,14373,8734.0,20012.0,25,15.0,35.0
1566,199138,7460,3700.0,11220.0,13,6.0,20.0
1567,199137,2429,434.0,4424.0,4,0.0,8.0
1568,199136,2380,0.0,4882.0,4,0.0,8.0
1569,199135,2372,0.0,5025.0,4,0.0,9.0
1570,199134,2099,0.0,5104.0,4,0.0,9.0
1571,199133,1654,0.0,4102.0,3,0.0,7.0
1572,199132,625,0.0,2190.0,1,0.0,4.0
1573,199131,2464,0.0,5830.0,4,0.0,10.0
1574,199130,2382,0.0,6857.0,4,0.0,12.0
1575,199129,3837,40.0,7634.0,7,0.0,14.0
1576,199128,3297,152.0,6442.0,6,0.0,12.0
1577,199127,3164,934.0,5394.0,6,2.0,10.0
1578,199126,6376,3324.0,9428.0,11,6.0,16.0
1579,199125,8218,4776.0,11660.0,14,8.0,20.0
1580,199124,8223,4660.0,11786.0,14,8.0,20.0
1581,199123,6801,3596.0,10006.0,12,6.0,18.0
1582,199122,6050,2682.0,9418.0,11,5.0,17.0
1583,199121,6391,3385.0,9397.0,11,6.0,16.0
1584,199120,8633,4683.0,12583.0,15,8.0,22.0
1585,199119,7785,3986.0,11584.0,14,7.0,21.0
1586,199118,10856,6457.0,15255.0,19,11.0,27.0
1587,199117,15603,10950.0,20256.0,27,19.0,35.0
1588,199116,15665,11184.0,20146.0,28,20.0,36.0
1589,199115,15062,10715.0,19409.0,26,18.0,34.0
1590,199114,27862,21583.0,34141.0,49,38.0,60.0
1591,199113,32179,25829.0,38529.0,57,46.0,68.0
1592,199112,27873,22312.0,33434.0,49,39.0,59.0
1593,199111,46186,38876.0,53496.0,81,68.0,94.0
1594,199110,88750,77784.0,99716.0,156,137.0,175.0
1595,199109,139093,124326.0,153860.0,245,219.0,271.0
1596,199108,216369,198630.0,234108.0,381,350.0,412.0
1597,199107,208836,191789.0,225883.0,367,337.0,397.0
1598,199106,134737,121280.0,148194.0,237,213.0,261.0
1599,199105,73564,62716.0,84412.0,129,110.0,148.0
1600,199104,48253,39031.0,57475.0,85,69.0,101.0
1601,199103,29382,22258.0,36506.0,52,39.0,65.0
1602,199102,29759,22044.0,37474.0,52,38.0,66.0
1603,199101,42927,33706.0,52148.0,76,60.0,92.0
1604,199052,41262,31607.0,50917.0,73,56.0,90.0
1605,199051,46924,37544.0,56304.0,83,66.0,100.0
1606,199050,44125,36137.0,52113.0,78,64.0,92.0
1607,199049,38379,30603.0,46155.0,68,54.0,82.0
1608,199048,29571,22315.0,36827.0,52,39.0,65.0
1609,199047,23358,15890.0,30826.0,41,28.0,54.0
1610,199046,20246,7930.0,32562.0,36,14.0,58.0
1611,199045,17571,11591.0,23551.0,31,20.0,42.0
1612,199044,16182,10305.0,22059.0,29,19.0,39.0
1613,199043,17579,11588.0,23570.0,31,20.0,42.0
1614,199042,13011,7875.0,18147.0,23,14.0,32.0
1615,199041,19723,13330.0,26116.0,35,24.0,46.0
1616,199040,20433,14614.0,26252.0,36,26.0,46.0
1617,199039,15618,10315.0,20921.0,28,19.0,37.0
1618,199038,11146,6197.0,16095.0,20,11.0,29.0
1619,199037,4051,1022.0,7080.0,7,2.0,12.0
1620,199036,2542,124.0,4960.0,4,0.0,8.0
1621,199035,934,0.0,2681.0,2,0.0,5.0
1622,199034,201,0.0,595.0,0,0.0,1.0
1623,199033,0,0.0,0.0,0,0.0,0.0
1624,199032,1399,0.0,3849.0,2,0.0,6.0
1625,199031,881,0.0,2206.0,2,0.0,4.0
1626,199030,425,0.0,1262.0,1,0.0,2.0
1627,199029,1077,0.0,2643.0,2,0.0,5.0
1628,199028,959,0.0,2252.0,2,0.0,4.0
1629,199027,2948,793.0,5103.0,5,1.0,9.0
1630,199026,7236,2651.0,11821.0,13,5.0,21.0
1631,199025,7879,3136.0,12622.0,14,6.0,22.0
1632,199024,5727,2460.0,8994.0,10,4.0,16.0
1633,199023,3655,1043.0,6267.0,6,1.0,11.0
1634,199022,4196,1292.0,7100.0,7,2.0,12.0
1635,199021,1004,0.0,2367.0,2,0.0,4.0
1636,199020,4506,1771.0,7241.0,8,3.0,13.0
1637,199019,5897,2440.0,9354.0,10,4.0,16.0
1638,199018,1738,141.0,3335.0,3,0.0,6.0
1639,199017,5278,2197.0,8359.0,9,4.0,14.0
1640,199016,8129,3754.0,12504.0,14,6.0,22.0
1641,199015,11707,5831.0,17583.0,21,11.0,31.0
1642,199014,12862,8177.0,17547.0,23,15.0,31.0
1643,199013,21879,15088.0,28670.0,39,27.0,51.0
1644,199012,17035,11135.0,22935.0,30,20.0,40.0
1645,199011,20018,14311.0,25725.0,35,25.0,45.0
1646,199010,16294,11045.0,21543.0,29,20.0,38.0
1647,199009,21793,15460.0,28126.0,39,28.0,50.0
1648,199008,26110,19342.0,32878.0,46,34.0,58.0
1649,199007,61742,49720.0,73764.0,109,88.0,130.0
1650,199006,399984,353345.0,446623.0,707,625.0,789.0
1651,199005,161765,146354.0,177176.0,286,259.0,313.0
1652,199004,287771,267698.0,307844.0,509,474.0,544.0
1653,199003,315466,296550.0,334382.0,558,525.0,591.0
1654,199002,345060,326087.0,364033.0,610,576.0,644.0
1655,199001,483600,460913.0,506287.0,855,815.0,895.0
1656,198952,581149,556023.0,606275.0,1035,990.0,1080.0
1657,198951,821540,793846.0,849234.0,1463,1414.0,1512.0
1658,198950,749283,723633.0,774933.0,1334,1288.0,1380.0
1659,198949,358043,340053.0,376033.0,638,606.0,670.0
1660,198948,119087,108253.0,129921.0,212,193.0,231.0
1661,198947,40963,33897.0,48029.0,73,60.0,86.0
1662,198946,23547,17952.0,29142.0,42,32.0,52.0
1663,198945,22711,16999.0,28423.0,40,30.0,50.0
1664,198944,23405,17475.0,29335.0,42,31.0,53.0
1665,198943,29549,23287.0,35811.0,53,42.0,64.0
1666,198942,39410,32172.0,46648.0,70,57.0,83.0
1667,198941,43763,35245.0,52281.0,78,63.0,93.0
1668,198940,31453,24288.0,38618.0,56,43.0,69.0
1669,198939,24622,18425.0,30819.0,44,33.0,55.0
1670,198938,18296,13483.0,23109.0,33,24.0,42.0
1671,198937,12022,8082.0,15962.0,21,14.0,28.0
1672,198936,4769,2299.0,7239.0,8,4.0,12.0
1673,198935,4661,1696.0,7626.0,8,3.0,13.0
1674,198934,6039,2185.0,9893.0,11,4.0,18.0
1675,198933,7940,3858.0,12022.0,14,7.0,21.0
1676,198932,7114,2361.0,11867.0,13,5.0,21.0
1677,198931,2721,0.0,5478.0,5,0.0,10.0
1678,198930,3168,561.0,5775.0,6,1.0,11.0
1679,198929,3909,1504.0,6314.0,7,3.0,11.0
1680,198928,1284,105.0,2463.0,2,0.0,4.0
1681,198927,3641,1350.0,5932.0,6,2.0,10.0
1682,198926,5753,2885.0,8621.0,10,5.0,15.0
1683,198925,6299,3454.0,9144.0,11,6.0,16.0
1684,198924,6337,3537.0,9137.0,11,6.0,16.0
1685,198923,11779,7984.0,15574.0,21,14.0,28.0
1686,198922,9104,4764.0,13444.0,16,8.0,24.0
1687,198921,9554,4316.0,14792.0,17,8.0,26.0
1688,198920,6093,1023.0,11163.0,11,2.0,20.0
1689,198919,0,52747.31896103896,67881.50337662338,0,88.55376623376624,113.8987012987013
1690,198918,13452,1365.0,25539.0,24,2.0,46.0
1691,198917,10949,7147.0,14751.0,19,12.0,26.0
1692,198916,10908,7494.0,14322.0,19,13.0,25.0
1693,198915,9667,6209.0,13125.0,17,11.0,23.0
1694,198914,15230,10469.0,19991.0,27,19.0,35.0
1695,198913,10564,6767.0,14361.0,19,12.0,26.0
1696,198912,13419,9542.0,17296.0,24,17.0,31.0
1697,198911,16633,12140.0,21126.0,30,22.0,38.0
1698,198910,12387,8750.0,16024.0,22,16.0,28.0
1699,198909,12895,9183.0,16607.0,23,16.0,30.0
1700,198908,19746,15258.0,24234.0,35,27.0,43.0
1701,198907,27277,21760.0,32794.0,49,39.0,59.0
1702,198906,47844,40320.0,55368.0,85,72.0,98.0
1703,198905,52840,45665.0,60015.0,94,81.0,107.0
1704,198904,54942,47750.0,62134.0,98,85.0,111.0
1705,198903,66010,58065.0,73955.0,118,104.0,132.0
1706,198902,112284,102003.0,122565.0,200,182.0,218.0
1707,198901,202266,188305.0,216227.0,360,335.0,385.0
1708,198852,467971,447033.0,488909.0,837,800.0,874.0
1709,198851,872748,846468.0,899028.0,1562,1515.0,1609.0
1710,198850,1001824,974799.0,1028849.0,1793,1745.0,1841.0
1711,198849,966523,940068.0,992978.0,1729,1682.0,1776.0
1712,198848,637811,614785.0,660837.0,1141,1100.0,1182.0
1713,198847,246062,231234.0,260890.0,440,413.0,467.0
1714,198846,92484,83160.0,101808.0,165,148.0,182.0
1715,198845,53940,46148.0,61732.0,97,83.0,111.0
1716,198844,42106,35336.0,48876.0,75,63.0,87.0
1717,198843,38252,31909.0,44595.0,68,57.0,79.0
1718,198842,45495,38467.0,52523.0,81,68.0,94.0
1719,198841,46336,39344.0,53328.0,83,70.0,96.0
1720,198840,39882,33507.0,46257.0,71,60.0,82.0
1721,198839,43730,36755.0,50705.0,78,66.0,90.0
1722,198838,35243,29367.0,41119.0,63,52.0,74.0
1723,198837,15537,11911.0,19163.0,28,22.0,34.0
1724,198836,7539,4840.0,10238.0,13,8.0,18.0
1725,198835,7797,4762.0,10832.0,14,9.0,19.0
1726,198834,4950,2005.0,7895.0,9,4.0,14.0
1727,198833,7937,3861.0,12013.0,14,7.0,21.0
1728,198832,7033,2595.0,11471.0,13,5.0,21.0
1729,198831,8758,3591.0,13925.0,16,7.0,25.0
1730,198830,4205,1224.0,7186.0,8,3.0,13.0
1731,198829,6103,1013.0,11193.0,11,2.0,20.0
1732,198828,8562,3483.0,13641.0,15,6.0,24.0
1733,198827,4690,2196.0,7184.0,8,4.0,12.0
1734,198826,7065,3905.0,10225.0,13,7.0,19.0
1735,198825,7657,4664.0,10650.0,14,9.0,19.0
1736,198824,6676,3978.0,9374.0,12,7.0,17.0
1737,198823,8695,5755.0,11635.0,16,11.0,21.0
1738,198822,11566,8282.0,14850.0,21,15.0,27.0
1739,198821,11107,7742.0,14472.0,20,14.0,26.0
1740,198820,14118,10223.0,18013.0,25,18.0,32.0
1741,198819,18260,13847.0,22673.0,33,25.0,41.0
1742,198818,20415,16281.0,24549.0,37,30.0,44.0
1743,198817,21750,17436.0,26064.0,39,31.0,47.0
1744,198816,33730,27496.0,39964.0,60,49.0,71.0
1745,198815,70616,61754.0,79478.0,126,110.0,142.0
1746,198814,123868,113211.0,134525.0,222,203.0,241.0
1747,198813,193710,181519.0,205901.0,347,325.0,369.0
1748,198812,283445,268834.0,298056.0,507,481.0,533.0
1749,198811,316175,300858.0,331492.0,566,539.0,593.0
1750,198810,235142,222004.0,248280.0,421,397.0,445.0
1751,198809,135564,125263.0,145865.0,243,225.0,261.0
1752,198808,87753,78449.0,97057.0,157,140.0,174.0
1753,198807,77099,68423.0,85775.0,138,122.0,154.0
1754,198806,69349,61502.0,77196.0,124,110.0,138.0
1755,198805,72705,64952.0,80458.0,130,116.0,144.0
1756,198804,72818,64944.0,80692.0,130,116.0,144.0
1757,198803,68869,60922.0,76816.0,123,109.0,137.0
1758,198802,59743,51907.0,67579.0,107,93.0,121.0
1759,198801,60929,52573.0,69285.0,109,94.0,124.0
1760,198753,47257,38170.0,56344.0,85,69.0,101.0
1761,198752,11935,2353.0,21517.0,21,4.0,38.0
1762,198751,47744,34266.0,61222.0,86,62.0,110.0
1763,198750,57767,50181.0,65353.0,104,90.0,118.0
1764,198749,49380,42461.0,56299.0,89,77.0,101.0
1765,198748,41871,35115.0,48627.0,75,63.0,87.0
1766,198747,29688,23465.0,35911.0,53,42.0,64.0
1767,198746,37216,30199.0,44233.0,67,54.0,80.0
1768,198745,35456,29024.0,41888.0,64,52.0,76.0
1769,198744,41024,33829.0,48219.0,74,61.0,87.0
1770,198743,46356,38370.0,54342.0,83,69.0,97.0
1771,198742,38021,30236.0,45806.0,68,54.0,82.0
1772,198741,42021,32016.0,52026.0,76,58.0,94.0
1773,198740,24641,15930.0,33352.0,44,28.0,60.0
1774,198739,32328,23548.0,41108.0,58,42.0,74.0
1775,198738,16782,11870.0,21694.0,30,21.0,39.0
1776,198737,11208,6542.0,15874.0,20,12.0,28.0
1777,198736,7906,4014.0,11798.0,14,7.0,21.0
1778,198735,6149,2970.0,9328.0,11,5.0,17.0
1779,198734,6631,2734.0,10528.0,12,5.0,19.0
1780,198733,6404,1834.0,10974.0,12,4.0,20.0
1781,198732,7215,2353.0,12077.0,13,4.0,22.0
1782,198731,8233,3655.0,12811.0,15,7.0,23.0
1783,198730,4642,1301.0,7983.0,8,2.0,14.0
1784,198729,4389,913.0,7865.0,8,2.0,14.0
1785,198728,2702,138.0,5266.0,5,0.0,10.0
1786,198727,10171,5904.0,14438.0,18,10.0,26.0
1787,198726,12341,7824.0,16858.0,22,14.0,30.0
1788,198725,23413,15490.0,31336.0,42,28.0,56.0
1789,198724,11289,7282.0,15296.0,20,13.0,27.0
1790,198723,15857,10943.0,20771.0,29,20.0,38.0
1791,198722,14887,9743.0,20031.0,27,18.0,36.0
1792,198721,17619,12649.0,22589.0,32,23.0,41.0
1793,198720,10344,6454.0,14234.0,19,12.0,26.0
1794,198719,12539,7943.0,17135.0,23,15.0,31.0
1795,198718,16095,10330.0,21860.0,29,19.0,39.0
1796,198717,21256,14850.0,27662.0,38,26.0,50.0
1797,198716,32416,25100.0,39732.0,58,45.0,71.0
1798,198715,44292,36456.0,52128.0,80,66.0,94.0
1799,198714,50642,41866.0,59418.0,91,75.0,107.0
1800,198713,62246,52749.0,71743.0,112,95.0,129.0
1801,198712,59625,50653.0,68597.0,107,91.0,123.0
1802,198711,53561,45035.0,62087.0,96,81.0,111.0
1803,198710,93067,80519.0,105615.0,167,144.0,190.0
1804,198709,147006,133519.0,160493.0,264,240.0,288.0
1805,198708,217779,202179.0,233379.0,391,363.0,419.0
1806,198707,288180,270718.0,305642.0,518,487.0,549.0
1807,198706,296702,279051.0,314353.0,533,501.0,565.0
1808,198705,236046,219483.0,252609.0,424,394.0,454.0
1809,198704,158333,143625.0,173041.0,285,259.0,311.0
1810,198703,103841,91699.0,115983.0,187,165.0,209.0
1811,198702,74213,64014.0,84412.0,133,115.0,151.0
1812,198701,69745,59207.0,80283.0,125,106.0,144.0
1813,198652,76263,64958.0,87568.0,138,118.0,158.0
1814,198651,72920,63047.0,82793.0,132,114.0,150.0
1815,198650,73413,64019.0,82807.0,133,116.0,150.0
1816,198649,56296,48229.0,64363.0,102,87.0,117.0
1817,198648,46031,38578.0,53484.0,83,70.0,96.0
1818,198647,36740,29710.0,43770.0,66,53.0,79.0
1819,198646,32134,25327.0,38941.0,58,46.0,70.0
1820,198645,38964,31382.0,46546.0,70,56.0,84.0
1821,198644,28646,22048.0,35244.0,52,40.0,64.0
1822,198643,27532,20842.0,34222.0,50,38.0,62.0
1823,198642,31815,25124.0,38506.0,57,45.0,69.0
1824,198641,32864,25939.0,39789.0,59,47.0,71.0
1825,198640,33516,26776.0,40256.0,60,48.0,72.0
1826,198639,28665,22477.0,34853.0,52,41.0,63.0
1827,198638,26615,20479.0,32751.0,48,37.0,59.0
1828,198637,15998,10802.0,21194.0,29,20.0,38.0
1829,198636,9182,4982.0,13382.0,17,9.0,25.0
1830,198635,10587,4470.0,16704.0,19,8.0,30.0
1831,198634,5762,858.0,10666.0,10,1.0,19.0
1832,198633,3115,554.0,5676.0,6,1.0,11.0
1833,198632,1027,0.0,2311.0,2,0.0,4.0
1834,198631,2247,0.0,4574.0,4,0.0,8.0
1835,198630,2346,141.0,4551.0,4,0.0,8.0
1836,198629,3654,931.0,6377.0,7,2.0,12.0
1837,198628,2327,0.0,5318.0,4,0.0,9.0
1838,198627,7529,3353.0,11705.0,14,6.0,22.0
1839,198626,8778,5106.0,12450.0,16,9.0,23.0
1840,198625,11075,6804.0,15346.0,20,12.0,28.0
1841,198624,11160,7252.0,15068.0,20,13.0,27.0
1842,198623,14372,9896.0,18848.0,26,18.0,34.0
1843,198622,9717,5594.0,13840.0,18,11.0,25.0
1844,198621,14460,9575.0,19345.0,26,17.0,35.0
1845,198620,17133,12106.0,22160.0,31,22.0,40.0
1846,198619,22177,16008.0,28346.0,40,29.0,51.0
1847,198618,31736,24115.0,39357.0,57,43.0,71.0
1848,198617,34874,27440.0,42308.0,63,50.0,76.0
1849,198616,41196,32894.0,49498.0,74,59.0,89.0
1850,198615,42659,33537.0,51781.0,77,61.0,93.0
1851,198614,49792,39728.0,59856.0,90,72.0,108.0
1852,198613,87249,63562.0,110936.0,157,114.0,200.0
1853,198612,124777,97237.0,152317.0,225,175.0,275.0
1854,198611,168146,151035.0,185257.0,303,272.0,334.0
1855,198610,257305,231225.0,283385.0,464,417.0,511.0
1856,198609,321140,296644.0,345636.0,580,536.0,624.0
1857,198608,448786,419219.0,478353.0,810,757.0,863.0
1858,198607,490723,460150.0,521296.0,886,831.0,941.0
1859,198606,439300,411764.0,466836.0,793,743.0,843.0
1860,198605,364727,339868.0,389586.0,658,613.0,703.0
1861,198604,348509,322464.0,374554.0,629,582.0,676.0
1862,198603,271539,248654.0,294424.0,490,449.0,531.0
1863,198602,178138,159344.0,196932.0,322,288.0,356.0
1864,198601,112614,96539.0,128689.0,203,174.0,232.0
1865,198552,86452,72250.0,100654.0,157,131.0,183.0
1866,198551,114666,99538.0,129794.0,208,181.0,235.0
1867,198550,86031,73604.0,98458.0,156,133.0,179.0
1868,198549,65931,55326.0,76536.0,120,101.0,139.0
1869,198548,68291,57581.0,79001.0,124,105.0,143.0
1870,198547,66177,55221.0,77133.0,120,100.0,140.0
1871,198546,70534,58788.0,82280.0,128,107.0,149.0
1872,198545,57514,47167.0,67861.0,104,85.0,123.0
1873,198544,67356,55744.0,78968.0,122,101.0,143.0
1874,198543,87402,74208.0,100596.0,158,134.0,182.0
1875,198542,76218,64604.0,87832.0,138,117.0,159.0
1876,198541,45712,36755.0,54669.0,83,67.0,99.0
1877,198540,49739,40335.0,59143.0,90,73.0,107.0
1878,198539,39819,31234.0,48404.0,72,56.0,88.0
1879,198538,27605,20614.0,34596.0,50,37.0,63.0
1880,198537,22219,15626.0,28812.0,40,28.0,52.0
1881,198536,27986,18992.0,36980.0,51,35.0,67.0
1882,198535,30215,18546.0,41884.0,55,34.0,76.0
1883,198534,40389,24786.0,55992.0,73,45.0,101.0
1884,198533,22611,8819.0,36403.0,41,16.0,66.0
1885,198532,7488,1851.0,13125.0,14,4.0,24.0
1886,198531,16958,8479.0,25437.0,31,16.0,46.0
1887,198530,11598,5507.0,17689.0,21,10.0,32.0
1888,198529,13054,6474.0,19634.0,24,12.0,36.0
1889,198528,14588,7659.0,21517.0,26,13.0,39.0
1890,198527,19670,11761.0,27579.0,36,22.0,50.0
1891,198526,18609,12637.0,24581.0,34,23.0,45.0
1892,198525,19362,12454.0,26270.0,35,22.0,48.0
1893,198524,19855,13577.0,26133.0,36,25.0,47.0
1894,198523,19373,10010.0,28736.0,35,18.0,52.0
1895,198522,24099,17190.0,31008.0,44,31.0,57.0
1896,198521,26096,19621.0,32571.0,47,35.0,59.0
1897,198520,27896,20885.0,34907.0,51,38.0,64.0
1898,198519,43154,32821.0,53487.0,78,59.0,97.0
1899,198518,40555,29935.0,51175.0,74,55.0,93.0
1900,198517,34053,24366.0,43740.0,62,44.0,80.0
1901,198516,50362,36451.0,64273.0,91,66.0,116.0
1902,198515,63881,45538.0,82224.0,116,83.0,149.0
1903,198514,134545,114400.0,154690.0,244,207.0,281.0
1904,198513,197206,176080.0,218332.0,357,319.0,395.0
1905,198512,245240,223304.0,267176.0,445,405.0,485.0
1906,198511,276205,252399.0,300011.0,501,458.0,544.0
1907,198510,353231,326279.0,380183.0,640,591.0,689.0
1908,198509,369895,341109.0,398681.0,670,618.0,722.0
1909,198508,389886,359529.0,420243.0,707,652.0,762.0
1910,198507,471852,432599.0,511105.0,855,784.0,926.0
1911,198506,565825,518011.0,613639.0,1026,939.0,1113.0
1912,198505,637302,592795.0,681809.0,1155,1074.0,1236.0
1913,198504,424937,390794.0,459080.0,770,708.0,832.0
1914,198503,213901,174689.0,253113.0,388,317.0,459.0
1915,198502,97586,80949.0,114223.0,177,147.0,207.0
1916,198501,85489,65918.0,105060.0,155,120.0,190.0
1917,198452,84830,60602.0,109058.0,154,110.0,198.0
1918,198451,101726,80242.0,123210.0,185,146.0,224.0
1919,198450,123680,101401.0,145959.0,225,184.0,266.0
1920,198449,101073,81684.0,120462.0,184,149.0,219.0
1921,198448,78620,60634.0,96606.0,143,110.0,176.0
1922,198447,72029,54274.0,89784.0,131,99.0,163.0
1923,198446,87330,67686.0,106974.0,159,123.0,195.0
1924,198445,135223,101414.0,169032.0,246,184.0,308.0
1925,198444,68422,20056.0,116788.0,125,37.0,213.0
